Course,Tee,Par,Scr,Slope,Holes
Wakehurst Golf Club (NSW),Red Women - Holes:10-18,37,38,138,9
Wakehurst Golf Club (NSW),White Men - Holes:1-9,37,36,139,9
Wakehurst Golf Club (NSW),Blue Men,72,73,136,18
Wakehurst Golf Club (NSW),White Men,72,72,132,18
Wakehurst Golf Club (NSW),Gold Women,74,74,131,18
Wakehurst Golf Club (NSW),Red Women,74,75,133,18
Walcha Golf Club (NSW),Blue Men - Holes:1-9,35,34.5,110,9
Walcha Golf Club (NSW),Blue Men - Holes:10-18,35,35,110,9
Walcha Golf Club (NSW),Red Women - Holes:1-9,35,35,117,9
Walcha Golf Club (NSW),Women XR - Course:Red 1-9,35,34,113,9
Walcha Golf Club (NSW),Red Women - Holes:10-18,36,36,121,9
Walcha Golf Club (NSW),Women XR - Course:Red 10-18,36,35,117,9
Walcha Golf Club (NSW),Blue Men,70,69,110,18
Walcha Golf Club (NSW),Red Women,71,71,117,18
Walcha Golf Club (NSW),Women XR - Course:Red,71,69,115,18
Walgett District Sporting Club (NSW),Blue Men - Holes:1-9,36,34.5,110,9
Walgett District Sporting Club (NSW),Blue Men - Holes:10-18,36,35,110,9
Walgett District Sporting Club (NSW),Red Women - Holes:1-9,36,35.5,114,9
Walgett District Sporting Club (NSW),Red Women - Holes:10-18,36,35.5,114,9
Walgett District Sporting Club (NSW),Blue Men,72,67,110,18
Walgett District Sporting Club (NSW),Red Women,72,69,114,18
Wallacia Panthers Golf & Country Club (NSW),Blue Men - Holes:1-9,34,35,117,9
Wallacia Panthers Golf & Country Club (NSW),White Men - Holes:1-9,34,34,115,9
Wallacia Panthers Golf & Country Club (NSW),Yellow Men - Holes:1-9,34,32.5,110,9
Wallacia Panthers Golf & Country Club (NSW),Red Women - Holes:1-9,35,37,129,9
Wallacia Panthers Golf & Country Club (NSW),Yellow Women - Holes:1-9,35,35,122,9
Wallacia Panthers Golf & Country Club (NSW),Blue Men - Holes:10-18,37,35.5,122,9
Wallacia Panthers Golf & Country Club (NSW),White Men - Holes:10-18,37,34.5,118,9
Wallacia Panthers Golf & Country Club (NSW),Yellow Men - Holes:10-18,37,33,113,9
Wallacia Panthers Golf & Country Club (NSW),Red Women - Holes:10-18,38,36.5,130,9
Wallacia Panthers Golf & Country Club (NSW),Yellow Women - Holes:10-18,38,35.5,117,9
Wallacia Panthers Golf & Country Club (NSW),Blue Men,71,70,120,18
Wallacia Panthers Golf & Country Club (NSW),White Men,71,68,117,18
Wallacia Panthers Golf & Country Club (NSW),Yellow Men,71,66,112,18
Wallacia Panthers Golf & Country Club (NSW),Red Women,73,73,130,18
Wallacia Panthers Golf & Country Club (NSW),Yellow Women,73,70,120,18
Wanaaring Golf Club (NSW),Blue Men - Holes:1-9,36,34.5,109,9
Wanaaring Golf Club (NSW),Blue Men - Holes:10-18,36,34.5,109,9
Wanaaring Golf Club (NSW),Red Women - Holes:1-9,36,37,119,9
Wanaaring Golf Club (NSW),Red Women - Holes:10-18,36,37,119,9
Wanaaring Golf Club (NSW),Red Women,70,69,119,18
Wanaaring Golf Club (NSW),Blue Men,72,66,110,18
Waratah Golf Club (NSW),Blue Men - Holes:1-9,35,36,130,9
Waratah Golf Club (NSW),White Men - Holes:1-9,35,35.5,130,9
Waratah Golf Club (NSW),Blue Men - Holes:10-18,36,36,131,9
